,state,district,recovered,confirmed,deceased,active,date,Literate,Power_Parity_Above_Rs_545000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_150000_330000,Total_Power_Parity,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Rs_90000_150000,Jains,Power_Parity_Rs_240000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_45000_150000,Urban_Households,LPG_or_PNG_Households,Other_Workers,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Internet,Households_with_Computer,Households_with_Scooter_Motorcycle_Moped,Households_with_Car_Jeep_Van,Graduate_Education,Main_source_of_drinking_water_Tapwater_Households,Area,Density,Population,Classification_GreenZone,Classification_OrangeZone,Classification_RedZone
5880,Madhya Pradesh,tikamgarh,0.0,2.0,0.0,2.0,2020-04-29,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5881,Madhya Pradesh,tikamgarh,0.0,2.0,0.0,2.0,2020-04-30,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5882,Madhya Pradesh,tikamgarh,0.0,2.0,0.0,2.0,2020-05-01,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5883,Madhya Pradesh,tikamgarh,0.0,2.0,0.0,2.0,2020-05-02,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5884,Madhya Pradesh,tikamgarh,0.0,2.0,0.0,2.0,2020-05-03,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5885,Madhya Pradesh,tikamgarh,0.0,2.0,0.0,2.0,2020-05-04,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5886,Madhya Pradesh,tikamgarh,0.0,3.0,0.0,3.0,2020-05-05,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5887,Madhya Pradesh,tikamgarh,0.0,3.0,0.0,3.0,2020-05-06,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5888,Madhya Pradesh,tikamgarh,0.0,3.0,0.0,3.0,2020-05-07,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5889,Madhya Pradesh,tikamgarh,0.0,3.0,0.0,3.0,2020-05-08,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5890,Madhya Pradesh,tikamgarh,2.0,3.0,0.0,1.0,2020-05-09,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5891,Madhya Pradesh,tikamgarh,2.0,3.0,0.0,1.0,2020-05-10,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5892,Madhya Pradesh,tikamgarh,2.0,3.0,0.0,1.0,2020-05-11,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5893,Madhya Pradesh,tikamgarh,2.0,3.0,0.0,1.0,2020-05-12,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5894,Madhya Pradesh,tikamgarh,2.0,3.0,0.0,1.0,2020-05-13,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5895,Madhya Pradesh,tikamgarh,3.0,3.0,0.0,0.0,2020-05-14,747940.0,36.0,50.0,85.0,1591.0,51.0,82.0,429.0,15569.0,35.0,31.0,1059.0,60220.0,21489.0,109985.0,2393.0,1090.0,10899.0,35388.0,4139.0,35034.0,17280.0,5055.0,286.0,1445166.0,0,1,0
5896,Madhya Pradesh,ujjain,5.0,33.0,7.0,21.0,2020-04-21,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5897,Madhya Pradesh,ujjain,5.0,41.0,7.0,29.0,2020-04-22,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5898,Madhya Pradesh,ujjain,5.0,76.0,7.0,64.0,2020-04-23,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5899,Madhya Pradesh,ujjain,5.0,102.0,11.0,86.0,2020-04-24,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5900,Madhya Pradesh,ujjain,5.0,103.0,15.0,83.0,2020-04-25,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5901,Madhya Pradesh,ujjain,5.0,106.0,17.0,84.0,2020-04-26,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5902,Madhya Pradesh,ujjain,5.0,119.0,17.0,97.0,2020-04-27,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5903,Madhya Pradesh,ujjain,5.0,123.0,20.0,98.0,2020-04-28,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5904,Madhya Pradesh,ujjain,5.0,127.0,23.0,99.0,2020-04-29,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5905,Madhya Pradesh,ujjain,5.0,138.0,24.0,109.0,2020-04-30,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5906,Madhya Pradesh,ujjain,5.0,147.0,25.0,117.0,2020-05-01,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5907,Madhya Pradesh,ujjain,5.0,147.0,27.0,115.0,2020-05-02,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5908,Madhya Pradesh,ujjain,18.0,156.0,30.0,108.0,2020-05-03,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5909,Madhya Pradesh,ujjain,18.0,166.0,30.0,118.0,2020-05-04,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5910,Madhya Pradesh,ujjain,26.0,184.0,40.0,118.0,2020-05-05,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5911,Madhya Pradesh,ujjain,26.0,184.0,40.0,118.0,2020-05-06,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5912,Madhya Pradesh,ujjain,50.0,201.0,42.0,109.0,2020-05-07,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5913,Madhya Pradesh,ujjain,57.0,220.0,43.0,120.0,2020-05-08,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5914,Madhya Pradesh,ujjain,90.0,227.0,45.0,92.0,2020-05-09,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5915,Madhya Pradesh,ujjain,94.0,237.0,45.0,98.0,2020-05-10,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5916,Madhya Pradesh,ujjain,96.0,237.0,45.0,96.0,2020-05-11,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5917,Madhya Pradesh,ujjain,106.0,264.0,45.0,113.0,2020-05-12,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5918,Madhya Pradesh,ujjain,130.0,269.0,45.0,94.0,2020-05-13,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5919,Madhya Pradesh,ujjain,142.0,274.0,45.0,87.0,2020-05-14,1240990.0,145.0,103.0,209.0,2599.0,142.0,229.0,721.0,24622.0,106.0,87.0,1600.0,188684.0,123526.0,286748.0,16645.0,7501.0,27733.0,107407.0,12167.0,111290.0,129402.0,6091.0,356.0,1986864.0,0,0,1
5920,Madhya Pradesh,vidisha,0.0,13.0,0.0,13.0,2020-04-21,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5921,Madhya Pradesh,vidisha,0.0,13.0,0.0,13.0,2020-04-22,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5922,Madhya Pradesh,vidisha,1.0,13.0,0.0,12.0,2020-04-23,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5923,Madhya Pradesh,vidisha,1.0,13.0,0.0,12.0,2020-04-24,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5924,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-04-25,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5925,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-04-26,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5926,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-04-27,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5927,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-04-28,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5928,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-04-29,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5929,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-04-30,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5930,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-01,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5931,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-02,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5932,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-03,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5933,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-04,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5934,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-05,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5935,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-06,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5936,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-07,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5937,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-08,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5938,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-09,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5939,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-10,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5940,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-11,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5941,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-12,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5942,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-13,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5943,Madhya Pradesh,vidisha,13.0,13.0,0.0,0.0,2020-05-14,862918.0,48.0,32.0,76.0,1583.0,62.0,100.0,395.0,18490.0,44.0,38.0,1026.0,83830.0,41617.0,141071.0,4922.0,1926.0,12888.0,55126.0,5682.0,59814.0,47389.0,7362.0,198.0,1458875.0,0,1,0
5944,Madhya Pradesh,otherregion,0.0,1.0,0.0,1.0,2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5945,Madhya Pradesh,otherregion,0.0,1.0,0.0,1.0,2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5946,Madhya Pradesh,otherregion,0.0,3.0,0.0,3.0,2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5947,Madhya Pradesh,otherregion,0.0,3.0,0.0,3.0,2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5948,Madhya Pradesh,otherregion,0.0,3.0,0.0,3.0,2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5949,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5950,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5951,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5952,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5953,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5954,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5955,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5956,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5957,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5958,Madhya Pradesh,otherregion,0.0,2.0,0.0,2.0,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5959,Madhya Pradesh,otherregion,0.0,0.0,0.0,0.0,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5960,Madhya Pradesh,otherregion,0.0,0.0,0.0,0.0,2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5961,Madhya Pradesh,burhanpur,0.0,1.0,0.0,1.0,2020-04-22,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5962,Madhya Pradesh,burhanpur,0.0,1.0,0.0,1.0,2020-04-28,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5963,Madhya Pradesh,burhanpur,0.0,1.0,0.0,1.0,2020-04-29,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5964,Madhya Pradesh,burhanpur,0.0,1.0,0.0,1.0,2020-04-30,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5965,Madhya Pradesh,burhanpur,0.0,1.0,0.0,1.0,2020-05-01,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5966,Madhya Pradesh,burhanpur,0.0,18.0,0.0,18.0,2020-05-02,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5967,Madhya Pradesh,burhanpur,0.0,18.0,0.0,18.0,2020-05-03,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5968,Madhya Pradesh,burhanpur,0.0,34.0,0.0,34.0,2020-05-04,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5969,Madhya Pradesh,burhanpur,0.0,34.0,3.0,31.0,2020-05-05,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5970,Madhya Pradesh,burhanpur,0.0,38.0,4.0,34.0,2020-05-06,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
5971,Madhya Pradesh,burhanpur,0.0,38.0,4.0,34.0,2020-05-07,408679.0,35.0,52.0,91.0,989.0,58.0,94.0,265.0,1884.0,39.0,36.0,607.0,62861.0,40478.0,96168.0,2394.0,986.0,5058.0,22453.0,2142.0,28237.0,95022.0,3427.0,221.0,757847.0,0,1,0
